"1312.4415","Zaid Towfic","Zaid J. Towfic and Ali H. Sayed","Adaptive Penalty-Based Distributed Stochastic Convex Optimization","13 pages, 1 figure",,"10.1109/TSP.2014.2331615",,"math.OC cs.DC cs.MA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this work, we study the task of distributed optimization over a network of
learners in which each learner possesses a convex cost function, a set of
affine equality constraints, and a set of convex inequality constraints. We
propose a fully-distributed adaptive diffusion algorithm based on penalty
methods that allows the network to cooperatively optimize the global cost
function, which is defined as the sum of the individual costs over the network,
subject to all constraints. We show that when small constant step-sizes are
employed, the expected distance between the optimal solution vector and that
obtained at each node in the network can be made arbitrarily small. Two
distinguishing features of the proposed solution relative to other related
approaches is that the developed strategy does not require the use of
projections and is able to adapt to and track drifts in the location of the
minimizer due to changes in the constraints or in the aggregate cost itself.
The proposed strategy is also able to cope with changing network topology, is
robust to network disruptions, and does not require global information or rely
on central processors.
","[{""version"":""v1"",""created"":""Mon, 16 Dec 2013 16:01:08 GMT""}]","2015-06-18"
"1312.4748","Gerardo  Gonz\'alez-Aguilar","Y. Casta\~no Guerrero and G. Gonz\'alez-Aguilar","Shiga Toxin Detection Methods : A Short Review","16 pages, 2 figures",,,,"q-bio.BM","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The Shiga toxins comprise a family of related protein toxins secreted by
certain types of bacteria. Shigella dysenteriae, some strain of Escherichia
coli and other bacterias can express toxins which caused serious complication
during the infection. Shiga toxin and the closely related Shiga-like toxins
represent a group of very similar cytotoxins that may play an important role in
diarrheal disease and hemolytic-uremic syndrome. The outbreaks caused by this
toxin raised serious public health crisis and caused economic losses. These
toxins have the same biologic activities and according to recent studies also
share the same binding receptor, globotriosyl ceramide (Gb3). Rapid detection
of food contamination is therefore relevant for the containment of food-borne
pathogens. The conventional methods to detect pathogens, such as
microbiological and biochemical identification are time-consuming and
laborious. The immunological or nucleic acid-based techniques require extensive
sample preparation and are not amenable to miniaturization for on-site
detection. In the present are necessary of techniques of rapid identification,
simple and sensitive which can be employed in the countryside with
minimally-sophisticated instrumentation. Biosensors have shown tremendous
promise to overcome these limitations and are being aggressively studied to
provide rapid, reliable and sensitive detection platforms for such
applications.
","[{""version"":""v1"",""created"":""Tue, 17 Dec 2013 12:38:27 GMT""}]","2013-12-18"
"1312.4749","Vincent Eke","Vincent R. Eke, Sarah A. Bartram, David A. Lane, David Smith, Luis F.
  A. Teodoro","Lunar polar craters -- icy, rough or just sloping?","16 pages, 17 figures, submitted to Icarus (2014, 241, 66)",,"10.1016/j.icarus.2014.06.021",,"astro-ph.EP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Circular Polarisation Ratio (CPR) mosaics from Mini-SAR on Chandrayaan-1 and
Mini-RF on LRO are used to study craters near to the lunar north pole. The look
direction of the detectors strongly affects the appearance of the crater CPR
maps. Rectifying the mosaics to account for parallax also significantly changes
the CPR maps of the crater interiors. It is shown that the CPRs of crater
interiors in unrectified maps are biased to larger values than crater
exteriors, because of a combination of the effects of parallax and incidence
angle. Using the LOLA Digital Elevation Map (DEM), the variation of CPR with
angle of incidence has been studied. For fresh craters, CPR~0.7 with only a
weak dependence on angle of incidence or position interior or just exterior to
the crater, consistent with dihedral scattering from blocky surface roughness.
For anomalous craters, the CPR interior to the crater increases with both
incidence angle and distance from the crater centre. Central crater CPRs are
similar to those in the crater exteriors. CPR does not appear to correlate with
temperature within craters. Furthermore, the anomalous polar craters have
diameter-to-depth ratios that are lower than those of typical polar craters.
These results strongly suggest that the high CPR values in anomalous polar
craters are not providing evidence of significant volumes of water ice. Rather,
anomalous craters are of intermediate age, and maintain sufficiently steep
walls that deep regolith does not cover all rough surfaces.
","[{""version"":""v1"",""created"":""Tue, 17 Dec 2013 12:39:19 GMT""},{""version"":""v2"",""created"":""Mon, 25 Aug 2014 10:44:55 GMT""}]","2014-08-26"
"1312.4750","Tamer Tlas","Tamer Tlas","Big Free Groups are Almost Free","10 pages, several arguments expanded with no change in the results,
  one reference added",,"10.1142/S0218196715500216",,"math.GR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  It is shown that the big free group (the set of countably-long words over a
countable alphabet) is almost free, in the sense that any function from the
alphabet to a compact topological group factors through a homomorphism. This
statement is in fact a simple corollary of the more general result proven below
on the extendability of homomorphisms from subgroups (of a certain kind) of the
big free group to a compact topological group.
","[{""version"":""v1"",""created"":""Tue, 17 Dec 2013 12:39:35 GMT""},{""version"":""v2"",""created"":""Mon, 18 May 2015 14:17:33 GMT""}]","2015-06-12"
"1312.4751","Timothy J. Hollowood","Timothy J. Hollowood","New Modal Quantum Mechanics","4 pages",,,,"quant-ph hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We describe an interpretation of quantum mechanics based on reduced density
matrices of sub-systems from which the standard Copenhagen interpretation
emerges as an effective description for macro-systems. The interpretation is a
modal one, but does not suffer from the range of problems that plague other
modal interpretations. The key feature is that quantum states carry an
additional property assignment in the form of one the eigenvectors of the
reduced density matrix which evolves evolves according to a stochastic process
driven by the unmodified Schrodinger equation, but it is usually hidden from
the emergent classical description due to the ergodic nature of its dynamics.
However, during a quantum measurement, ergodicity is broken by decoherence and
definite outcomes occur with probabilities that agree with the Born rule.
","[{""version"":""v1"",""created"":""Tue, 17 Dec 2013 12:40:25 GMT""}]","2013-12-18"
"1312.4752","Ricardo Martins","Ricardo Martins","BW - Eye Ophthalmologic decision support system based on clinical
  workflow and data mining techniques-image registration algorithm",,,,,"cs.CV","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Blueworks - Medical Expert Diagnosis is developing an application, BWEye, to
be used as an ophthalmology consultation decision support system. The
implementation of this application involves several different tasks and one of
them is the implementation of an ophthalmology images registration algorithm.
The work reported in this document is related with the implementation of an
algorithm to register images of angiography, colour retinography and redfree
retinography. The implementations described were developed in the software
MATLAB.
  The implemented algorithm is based in the detection of the bifurcation points
(y-features) of the vascular structures of the retina that usually are visible
in the referred type of images. There are proposed two approaches to establish
an initial set of features correspondences. The first approach is based in the
maximization of the mutual information of the bifurcation regions of the
features of images. The second approach is based in the characterization of
each bifurcation point and in the minimization of the Euclidean distance
between the descriptions of the features of the images in the descriptors
space. The final set of the matching features for a pair of images is defined
through the application of the RANSAC algorithm.
  Although, it was not achieved the implementation of a full functional
algorithm, there were made several analysis that can be important to future
improvement of the current implementation.
","[{""version"":""v1"",""created"":""Tue, 17 Dec 2013 12:41:39 GMT""}]","2013-12-18"
"1312.4753","Laurent Berger","Laurent Berger","Multivariable $(\varphi,\Gamma)$-modules and locally analytic vectors","v8: final version, to appear in the Duke Math Journal. (In v2, the
  monodromy conjecture from v1 has been proved. In v3 and then v4, the
  restriction on ramification has been completely removed. In v5 the
  introduction has been rewritten. In v6 and v7 there are some improvements)","Duke Math. J. 165, no. 18 (2016), 3567-3595","10.1215/00127094-3674441",,"math.NT math.RT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Let $K$ be a finite extension of $\mathbf{Q}_p$ and let $G_K =
\mathrm{Gal}(\bar{\mathbf{Q}}_p/K)$. There is a very useful classification of
$p$-adic representations of $G_K$ in terms of cyclotomic
$(\varphi,\Gamma)$-modules (cyclotomic means that $\Gamma={\rm
Gal}(K_\infty/K)$ where $K_\infty$ is the cyclotomic extension of $K$). One
particularly convenient feature of the cyclotomic theory is the fact that any
$(\varphi,\Gamma)$-module is overconvergent.
  Questions pertaining to the $p$-adic local Langlands correspondence lead us
to ask for a generalization of the theory of $(\varphi,\Gamma)$-modules, with
the cyclotomic extension replaced by an infinitely ramified $p$-adic Lie
extension $K_\infty / K$. It is not clear what shape such a generalization
should have in general. Even in the case where we have such a generalization,
namely the case of a Lubin-Tate extension, most $(\varphi,\Gamma)$-modules fail
to be overconvergent.
  In this article, we develop an approach that gives a solution to both
problems at the same time, by considering the locally analytic vectors for the
action of $\Gamma$ inside some big modules defined using Fontaine's rings of
periods. We show that, in the cyclotomic case, we recover the ususal
overconvergent $(\varphi,\Gamma)$-modules. In the Lubin-Tate case, we can
prove, as an application of our theory, a folklore conjecture in the field
stating that $(\varphi,\Gamma)$-modules attached to $F$-analytic
representations are overconvergent.
","[{""version"":""v1"",""created"":""Tue, 17 Dec 2013 12:41:51 GMT""},{""version"":""v2"",""created"":""Thu, 30 Jan 2014 15:42:57 GMT""},{""version"":""v3"",""created"":""Mon, 3 Mar 2014 11:36:27 GMT""},{""version"":""v4"",""created"":""Mon, 7 Apr 2014 14:57:49 GMT""},{""version"":""v5"",""created"":""Wed, 21 May 2014 14:47:57 GMT""},{""version"":""v6"",""created"":""Wed, 14 Jan 2015 07:18:03 GMT""},{""version"":""v7"",""created"":""Fri, 11 Mar 2016 07:28:06 GMT""},{""version"":""v8"",""created"":""Fri, 2 Sep 2016 11:19:25 GMT""}]","2017-02-22"
"1312.4754","Primo\v{z} Moravec","Urban Jezernik and Primo\v{z} Moravec","Bogomolov multipliers of all groups of order 128","A shorter version of this manuscript is submitted. The extended
  version contains full details on calculations and is not intended for
  publication",,,,"math.GR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This note is an implementation of the algorithm for computing Bogomolov
multipliers as given in \cite{Mor11} in combination with \cite{Eic08} to
effectively determine the multipliers of groups of order $128$. The two serving
purposes are a continuation of the results \cite{Chu08,Chu09}, and an
application \cite{Jez13}.
","[{""version"":""v1"",""created"":""Tue, 17 Dec 2013 12:44:37 GMT""}]","2013-12-18"
"1312.4755","Jonathan Braithwaite","Jonathan Braithwaite","The nature and origin of magnetic fields in early-type stars","10 pages, 6 figures; invited review, to appear in the proceedings of
  IAUS 302 'Magnetic fields throughout stellar evolution'",,"10.1017/S1743921314002221",,"astro-ph.SR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  I review our current knowledge of magnetic fields in stars more massive than
around 1.5 Msun, in particular their nature and origin. This includes the
strong magnetic fields found in a subset of the population and the fossil field
theory invoked to explain them; the subgauss fields detected in Vega and Sirius
and their possible origin; and what we can infer about magnetic activity in
massive stars and how it might be linked to subsurface convection.
","[{""version"":""v1"",""created"":""Tue, 17 Dec 2013 12:48:33 GMT""}]","2015-06-18"
"1312.4756","Jonas Rademacker","Jonas Rademacker","Measuring CP violation in 3- and 4-body decays","to appear in the proceedings of The 6th International Workshop on
  Charm Physics (CHARM 2013)",,,,"hep-ex","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Multibody charm decays have a rich phenomenology and potentially unique
sensitivity to CP violation. In these proceedings we discuss recent results,
challenges and prospects in searches for CP violation in three and four body
charm decays.
","[{""version"":""v1"",""created"":""Tue, 17 Dec 2013 12:54:27 GMT""}]","2013-12-18"
"1312.4757","Mu Chen","Mu Chen, Zhen-Guo Fu, Jun-Ping Peng, Fawei Zheng, Hui-Min Zhang, Xiao
  Feng, Cui-Zu Chang, Ke He, Lili Wang, Ping Zhang, Xucun Ma, Qi-Kun Xue","Direct observation of quantum confinement of massless Dirac fermions in
  a topological insulator","This paper has been withdrawn by the author due to a crucial error in
  discussing the quasiparticle lifetime in the last part",,,,"cond-mat.mes-hall","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Since the discovery of topological insulators (TIs)1,2, the peculiar nature
of their chiral surface states has been experimentally demonstrated both in
bulk and in film materials with open boundaries3,4. Closed boundary on a TI
surface may intrigue more interesting phenomena such as quantum confinement of
massless Dirac fermions (DFs), which is analogous to the quantum corral (QC)
for massive free electrons on a metal surface5-10. To date, it keeps a highly
stringent challenge to realize a true Dirac QC due to the unusual transmitting
power of a massless fermion. Through heteroepitaxially growing a Bi bilayer on
the Bi2Te3 surface with appropriate coverage, here we demonstrate the
realization of a true Dirac QC. Specifically, spectacular maps of quantum
interference in equilateral triangle-shaped QCs surrounded by Bi bilayers are
directly visualized by using a low-temperature scanning tunneling microscope.
The present success is ascribed to a perfect orientation matching between the
QC boundary and the stationary-phase scattering of massless DFs. In addition,
the quasiparticle lifetime of the confined DFs is also systematically measured
and analyzed.
","[{""version"":""v1"",""created"":""Tue, 17 Dec 2013 12:59:48 GMT""},{""version"":""v2"",""created"":""Wed, 16 Apr 2014 12:25:42 GMT""},{""version"":""v3"",""created"":""Fri, 18 Apr 2014 00:03:58 GMT""}]","2014-04-21"
